attempt_id,student_id,question_id,is_correct,time_taken
A282,S3,QCTSUB2_3_1_1,False,55
A283,S3,QCTSUB1_1_1_2,False,72
A284,S3,QCTSUB3_1_2_4,True,42
A285,S3,QCTSUB5_1_5_5,False,90
A286,S3,QCTSUB4_3_1_1,False,125
A287,S3,QCTSUB4_3_1_5,True,97
A288,S3,QCTSUB4_2_3_2,False,92
A289,S4,QCTSUB4_5_2_3,False,95
A290,S4,QCTSUB1_5_2_1,True,55
A291,S4,QCTSUB4_2_4_5,True,105
A292,S4,QCTSUB4_4_5_1,True,115
A293,S4,QCTSUB1_5_3_3,True,114
A294,S4,QCTSUB5_5_3_2,False,95
A295,S4,QCTSUB2_3_5_4,True,53
A296,S4,QCTSUB3_1_5_4,True,150
A297,S4,QCTSUB4_3_2_1,True,44
A298,S4,QCTSUB1_2_3_2,False,46
A299,S4,QCTSUB5_4_5_1,True,35
A300,S4,QCTSUB4_3_1_1,False,80
A301,S4,QCTSUB5_4_2_3,False,64
A302,S4,QCTSUB4_5_5_3,True,114
A303,S4,QCTSUB2_1_1_5,False,33
A304,S4,QCTSUB5_3_3_1,True,126
A305,S4,QCTSUB5_3_1_2,True,121
A306,S4,QCTSUB1_5_3_5,True,64
A307,S4,QCTSUB5_1_2_1,False,106
A308,S4,QCTSUB2_1_1_5,True,102
A309,S4,QCTSUB3_4_5_2,True,43
A310,S4,QCTSUB3_3_5_4,True,51
A311,S4,QCTSUB3_5_4_4,True,33
A312,S4,QCTSUB2_5_5_3,True,59
A313,S4,QCTSUB2_4_1_3,False,122
A314,S4,QCTSUB4_4_5_4,False,105
A315,S4,QCTSUB2_5_1_2,False,102
A316,S4,QCTSUB1_1_4_1,True,77
A317,S4,QCTSUB1_2_2_1,False,97
A318,S4,QCTSUB4_2_5_4,True,114
A319,S4,QCTSUB3_1_5_3,False,97
A320,S4,QCTSUB2_4_1_5,False,122
A321,S4,QCTSUB2_1_3_3,True,57
A322,S4,QCTSUB2_1_1_2,False,34
A323,S4,QCTSUB4_4_2_1,False,56
A324,S4,QCTSUB2_3_2_5,False,31
A325,S4,QCTSUB2_5_3_1,False,94
A326,S4,QCTSUB1_2_1_3,True,104
A327,S4,QCTSUB1_4_3_3,False,81
A328,S4,QCTSUB4_1_1_3,False,101
A329,S4,QCTSUB2_4_3_5,True,85
A330,S4,QCTSUB2_1_1_1,False,85
A331,S4,QCTSUB2_4_5_2,True,50
A332,S4,QCTSUB2_5_4_2,False,93
A333,S4,QCTSUB4_3_5_4,True,85
A334,S4,QCTSUB1_4_1_4,True,68
A335,S4,QCTSUB2_4_3_1,True,147
A336,S4,QCTSUB1_4_5_1,True,100
A337,S4,QCTSUB2_3_1_3,False,105
A338,S4,QCTSUB5_1_3_1,True,105
A339,S4,QCTSUB5_4_2_1,True,69
A340,S4,QCTSUB1_1_1_4,True,52
A341,S4,QCTSUB1_3_4_5,True,51
A342,S4,QCTSUB1_4_1_5,True,125
A343,S4,QCTSUB1_4_1_4,False,120
A344,S4,QCTSUB4_4_3_1,True,128
A345,S4,QCTSUB2_2_1_2,True,101
A346,S4,QCTSUB4_1_1_3,False,148
A347,S4,QCTSUB2_4_4_1,True,135
A348,S4,QCTSUB4_4_2_2,True,90
A349,S4,QCTSUB1_3_1_5,False,139
A350,S4,QCTSUB5_1_5_1,False,38
A351,S4,QCTSUB1_1_5_4,False,115
A352,S4,QCTSUB3_4_2_5,True,86
A353,S4,QCTSUB2_4_4_1,True,91
A354,S4,QCTSUB2_2_5_3,True,56
A355,S4,QCTSUB5_3_2_3,True,38
A356,S4,QCTSUB1_3_2_2,False,122
A357,S4,QCTSUB1_2_3_1,True,44
A358,S4,QCTSUB2_5_4_1,False,111
A359,S4,QCTSUB4_3_2_1,True,90
A360,S4,QCTSUB4_3_3_5,False,77
A361,S4,QCTSUB3_4_5_1,True,95
A362,S4,QCTSUB4_4_1_1,True,127
A363,S4,QCTSUB2_4_5_4,True,143
A364,S4,QCTSUB2_1_3_1,True,43
A365,S4,QCTSUB2_4_3_1,False,71
A366,S4,QCTSUB5_4_3_3,False,63
A367,S4,QCTSUB3_4_4_2,True,69
A368,S4,QCTSUB1_2_1_1,True,139
A369,S4,QCTSUB4_3_2_1,True,118
A370,S4,QCTSUB5_5_5_5,True,37
A371,S4,QCTSUB5_2_5_1,False,115
A372,S4,QCTSUB1_1_3_4,True,57
A373,S4,QCTSUB2_1_5_3,False,67
A374,S4,QCTSUB2_3_2_4,True,53
A375,S4,QCTSUB3_5_3_4,False,68
A376,S4,QCTSUB3_1_1_1,True,66
A377,S4,QCTSUB3_1_3_1,False,64
A378,S5,QCTSUB3_1_4_3,True,78
A379,S5,QCTSUB2_2_5_5,False,112
A380,S5,QCTSUB5_1_2_3,True,32
A381,S5,QCTSUB1_1_5_2,False,65
A382,S5,QCTSUB5_2_4_4,False,127
A383,S5,QCTSUB1_3_3_1,True,54
A384,S5,QCTSUB4_3_1_3,False,92
A385,S5,QCTSUB5_4_3_4,False,63
A386,S5,QCTSUB2_4_4_5,True,78
A387,S5,QCTSUB1_4_3_1,False,77
A388,S5,QCTSUB2_5_1_1,True,72
A389,S5,QCTSUB4_3_5_4,False,137
A390,S5,QCTSUB3_3_1_5,True,98
A391,S5,QCTSUB5_4_4_4,True,78
A392,S5,QCTSUB3_3_5_2,True,102
A393,S5,QCTSUB2_5_2_4,True,139
A394,S5,QCTSUB1_2_3_1,False,133
A395,S5,QCTSUB4_4_2_2,True,135
A396,S5,QCTSUB5_4_5_2,False,71
A397,S5,QCTSUB2_1_5_5,True,58
A398,S5,QCTSUB5_4_2_3,True,136
A399,S5,QCTSUB1_4_1_1,True,142
A400,S5,QCTSUB3_3_5_4,False,42
A401,S5,QCTSUB4_5_5_1,False,65
A402,S5,QCTSUB5_4_4_1,False,74
A403,S5,QCTSUB2_3_1_2,True,45
A404,S5,QCTSUB2_4_2_2,True,73
A405,S5,QCTSUB4_3_5_3,True,34
A406,S5,QCTSUB2_5_3_4,True,76
A407,S5,QCTSUB5_1_2_2,False,101
A408,S5,QCTSUB4_1_2_1,False,64
A409,S5,QCTSUB1_2_4_3,True,81
A410,S5,QCTSUB1_1_1_3,False,101
A411,S5,QCTSUB2_3_2_4,True,150
A412,S5,QCTSUB3_2_1_1,True,126
A413,S5,QCTSUB1_5_2_3,False,47
A414,S5,QCTSUB2_3_4_3,True,31
A415,S5,QCTSUB5_4_4_1,True,99
A416,S5,QCTSUB2_5_3_1,True,44
A417,S5,QCTSUB5_4_3_4,False,43
A418,S5,QCTSUB5_4_1_2,True,55
A419,S5,QCTSUB5_2_3_5,True,124
A420,S5,QCTSUB1_3_5_5,False,113
A421,S5,QCTSUB4_1_4_5,True,90
A422,S5,QCTSUB4_5_4_5,True,76
A423,S5,QCTSUB5_2_5_1,False,62
A424,S5,QCTSUB1_3_2_1,False,75
A425,S5,QCTSUB4_4_3_1,True,105
A426,S5,QCTSUB1_4_2_2,False,72
A427,S5,QCTSUB1_2_4_1,False,148
A428,S5,QCTSUB1_2_4_3,True,112
A429,S5,QCTSUB5_2_1_2,False,35
A430,S5,QCTSUB3_5_2_1,True,40
A431,S5,QCTSUB3_2_1_5,False,84
A432,S5,QCTSUB3_2_2_4,True,97
A433,S5,QCTSUB4_3_2_5,False,45
A434,S5,QCTSUB1_1_5_4,True,38
A435,S5,QCTSUB5_3_1_5,False,147
A436,S5,QCTSUB1_1_5_1,True,49
A437,S5,QCTSUB1_2_1_5,False,138
A438,S5,QCTSUB2_3_5_3,True,43
A439,S5,QCTSUB3_3_4_3,False,147
A440,S5,QCTSUB1_5_1_4,False,125
A441,S5,QCTSUB4_4_3_5,False,80
A442,S5,QCTSUB3_4_5_2,False,112
A443,S5,QCTSUB5_2_5_3,True,94
A444,S5,QCTSUB3_3_5_1,True,107
A445,S5,QCTSUB5_3_3_5,False,52
A446,S5,QCTSUB5_5_2_3,False,135
A447,S5,QCTSUB3_2_1_3,True,120
A448,S5,QCTSUB2_1_3_1,True,123
A449,S5,QCTSUB3_5_4_2,True,40
A450,S5,QCTSUB1_1_2_1,True,54
A451,S5,QCTSUB4_4_5_1,True,75
A452,S6,QCTSUB3_3_1_2,True,45
A453,S6,QCTSUB1_2_2_1,False,101
A454,S6,QCTSUB1_2_1_1,True,87
A455,S6,QCTSUB5_3_4_1,True,48
A456,S6,QCTSUB5_3_2_2,False,61
A457,S6,QCTSUB2_1_5_5,True,145
A458,S6,QCTSUB3_4_2_2,False,33
A459,S6,QCTSUB1_3_4_5,False,132
A460,S6,QCTSUB3_5_5_2,True,54
A461,S6,QCTSUB3_5_4_2,False,94
A462,S6,QCTSUB5_1_1_1,False,103
A463,S6,QCTSUB1_2_4_3,False,115
A464,S6,QCTSUB4_4_2_5,True,51
A465,S6,QCTSUB1_1_2_3,False,61
A466,S6,QCTSUB5_4_2_2,False,112
A467,S6,QCTSUB4_4_4_3,True,110
A468,S6,QCTSUB2_3_5_4,False,128
A469,S6,QCTSUB3_2_1_5,True,83
A470,S6,QCTSUB5_1_1_4,True,119
A471,S6,QCTSUB1_3_1_3,True,114
A472,S6,QCTSUB4_2_1_2,False,75
A473,S6,QCTSUB2_3_4_4,False,94
A474,S6,QCTSUB2_4_2_2,True,77
A475,S6,QCTSUB5_4_3_2,False,58
A476,S6,QCTSUB3_3_5_3,False,67
A477,S6,QCTSUB2_5_1_3,True,92
A478,S6,QCTSUB4_3_2_5,False,53
A479,S6,QCTSUB2_5_1_1,True,113
A480,S6,QCTSUB1_4_5_2,False,77
A481,S6,QCTSUB1_2_5_4,True,42
A482,S6,QCTSUB5_5_4_1,False,89
A483,S6,QCTSUB3_5_3_1,True,124
A484,S6,QCTSUB5_5_2_2,False,70
A485,S6,QCTSUB5_3_4_2,False,94
A486,S6,QCTSUB1_4_1_1,True,83
A487,S6,QCTSUB5_5_5_1,False,99
A488,S6,QCTSUB1_5_2_2,True,110
A489,S6,QCTSUB3_4_5_5,True,69
A490,S6,QCTSUB2_1_1_4,True,78
A491,S6,QCTSUB1_5_4_5,True,132
A492,S6,QCTSUB1_3_2_4,True,105
A493,S6,QCTSUB2_1_2_5,False,136
A494,S6,QCTSUB1_2_4_4,False,87
A495,S6,QCTSUB2_2_3_2,False,94
A496,S6,QCTSUB1_4_2_4,False,71
A497,S6,QCTSUB5_1_2_2,True,79
A498,S6,QCTSUB1_4_2_4,False,93
A499,S6,QCTSUB3_2_1_3,False,138
A500,S6,QCTSUB3_4_1_4,True,131
A501,S6,QCTSUB1_4_3_3,False,40
A502,S6,QCTSUB5_5_3_3,True,118
A503,S6,QCTSUB1_3_5_1,False,50
A504,S7,QCTSUB4_2_3_5,True,34
A505,S7,QCTSUB3_5_3_3,True,45
A506,S7,QCTSUB4_4_2_1,False,48
A507,S7,QCTSUB5_2_5_2,True,34
A508,S7,QCTSUB4_4_3_2,False,49
A509,S7,QCTSUB3_2_1_4,True,33
A510,S7,QCTSUB1_2_5_5,True,139
A511,S7,QCTSUB2_2_4_5,True,42
A512,S7,QCTSUB5_5_4_5,False,94
A513,S7,QCTSUB1_5_3_4,False,126
A514,S7,QCTSUB2_2_5_5,False,74
A515,S7,QCTSUB3_2_4_5,True,149
A516,S7,QCTSUB3_2_5_1,False,76
A517,S7,QCTSUB5_5_5_1,False,92
A518,S7,QCTSUB1_1_4_5,False,32
A519,S7,QCTSUB1_2_2_2,False,107
A520,S7,QCTSUB5_4_3_3,True,94
A521,S7,QCTSUB4_5_5_2,False,100
A522,S7,QCTSUB4_4_5_4,False,52
A523,S7,QCTSUB5_1_1_1,False,59
A524,S7,QCTSUB4_2_1_4,False,51
A525,S7,QCTSUB4_5_5_2,True,80
A526,S7,QCTSUB5_2_2_4,False,128
A527,S7,QCTSUB2_2_1_2,False,71
A528,S7,QCTSUB3_1_4_1,False,49
A529,S7,QCTSUB5_2_3_1,False,137
A530,S7,QCTSUB2_1_5_2,False,110
A531,S7,QCTSUB1_4_3_2,True,60
A532,S7,QCTSUB4_1_3_3,True,51
A533,S7,QCTSUB1_1_1_3,False,34
A534,S7,QCTSUB4_4_4_1,True,32
A535,S7,QCTSUB4_3_1_2,True,121
A536,S7,QCTSUB1_4_2_3,True,142
A537,S7,QCTSUB4_3_5_3,False,33
A538,S7,QCTSUB1_5_2_4,False,34
A539,S7,QCTSUB2_4_2_5,True,137
A540,S7,QCTSUB2_5_3_1,True,131
A541,S7,QCTSUB1_3_4_5,True,36
A542,S7,QCTSUB1_3_5_4,True,107
A543,S7,QCTSUB5_5_2_4,False,48
A544,S7,QCTSUB4_1_2_3,True,57
A545,S7,QCTSUB4_1_1_2,True,106
A546,S7,QCTSUB1_4_4_3,False,30
A547,S7,QCTSUB1_3_2_4,True,113
A548,S7,QCTSUB3_4_1_1,False,150
A549,S7,QCTSUB2_5_5_4,True,80
A550,S7,QCTSUB3_5_4_2,True,54
A551,S7,QCTSUB1_5_5_5,False,92
A552,S7,QCTSUB4_1_3_3,True,93
A553,S7,QCTSUB4_3_2_3,True,84
A554,S7,QCTSUB2_3_2_1,False,57
A555,S7,QCTSUB4_5_5_3,True,96
A556,S7,QCTSUB1_1_3_5,False,101
A557,S7,QCTSUB5_2_5_1,True,150
A558,S7,QCTSUB3_4_5_1,False,101
A559,S7,QCTSUB4_5_1_4,True,85
A560,S7,QCTSUB4_4_5_1,False,147
A561,S7,QCTSUB4_3_4_3,False,38
A562,S7,QCTSUB3_3_2_2,False,73
A563,S7,QCTSUB3_3_1_3,False,114
A564,S7,QCTSUB5_5_1_5,False,71
A565,S7,QCTSUB1_3_4_2,False,107
A566,S7,QCTSUB4_1_3_5,True,45
A567,S7,QCTSUB2_1_5_2,True,46
A568,S7,QCTSUB1_1_4_4,True,131
A569,S7,QCTSUB5_3_1_4,False,123
A570,S7,QCTSUB2_2_2_2,False,116
A571,S8,QCTSUB2_4_1_1,True,106
A572,S8,QCTSUB5_1_5_1,False,71
A573,S8,QCTSUB1_5_3_5,False,139
A574,S8,QCTSUB5_3_2_2,True,100
A575,S8,QCTSUB2_4_1_4,True,137
A576,S8,QCTSUB4_4_2_5,True,118
A577,S8,QCTSUB2_5_2_1,False,130
A578,S8,QCTSUB2_3_1_2,True,109
A579,S8,QCTSUB5_3_2_5,False,150
A580,S8,QCTSUB1_1_5_3,True,119
A581,S8,QCTSUB5_1_3_5,True,138
